Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Age_Group,Attrition_Status,Satisfaction_level,Wlb_Label
24,Male,Divorced,Finance,Executive,4,"? 17,210.00",58,6,6,2,3,3,1,94,No,2,43,13,3,1,4,7,3,No,20-29,0,Medium,Good
46,Female,Divorced,HR,Executive,1,"? 11,133.00",50,19,7,3,3,3,4,71,No,7,37,13,4,3,3,2,3,No,40-49,0,Medium,Good
31,Female,Married,Sales,Executive,1,"? 3,005.00",48,5,14,1,3,1,1,69,Yes,3,47,16,4,4,1,18,4,No,30-39,0,Very Low,Good
36,Female,Married,Marketing,Assistant,2,"? 7,786.00",66,23,13,9,3,3,3,80,No,5,38,0,1,2,4,35,4,No,30-39,0,Medium,Good
25,Male,Married,Marketing,Executive,2,"? 9,938.00",20,17,14,5,1,4,1,88,Yes,1,33,5,2,3,1,42,4,No,20-29,0,High,Poor
52,Female,Single,HR,Executive,2,"? 12,833.00",52,19,3,4,1,4,4,3,No,4,49,9,2,3,4,16,4,No,50-59,0,High,Poor
24,Male,Single,IT,Executive,2,"? 11,168.00",47,27,14,4,2,3,3,13,Yes,6,37,14,1,4,3,19,2,No,20-29,0,Medium,Average
47,Female,Married,Sales,Analyst,4,"? 11,109.00",89,22,9,7,4,3,4,80,Yes,4,54,3,2,3,4,38,1,No,40-49,0,Medium,Excellent
33,Female,Single,Marketing,Analyst,3,"? 6,829.00",69,26,10,5,4,1,3,59,No,7,47,1,1,2,4,2,2,No,30-39,0,Very Low,Excellent
24,Male,Divorced,IT,Executive,3,"? 17,148.00",37,18,2,0,1,4,4,78,No,6,33,11,3,1,1,39,2,No,20-29,0,High,Poor
52,Female,Married,Marketing,Assistant,2,"? 8,520.00",58,24,14,0,2,5,3,88,Yes,5,44,6,3,3,1,23,1,No,50-59,0,Very High,Average
38,Male,Divorced,Marketing,Manager,1,"? 12,077.00",42,23,11,9,2,4,4,50,No,6,30,6,4,3,2,2,1,Yes,30-39,1,High,Average
41,Female,Single,IT,Assistant,5,"? 5,070.00",78,12,8,9,2,1,2,12,No,3,55,1,2,2,1,30,2,Yes,40-49,1,Very Low,Average
24,Male,Married,HR,Executive,2,"? 9,950.00",62,18,8,4,2,2,3,98,Yes,2,55,4,1,1,2,23,2,Yes,20-29,1,Low,Average
21,Female,Single,Sales,Executive,2,"? 3,160.00",73,5,12,2,3,3,4,73,No,9,34,12,1,3,2,38,2,No,20-29,0,Medium,Good
49,Male,Divorced,IT,Assistant,1,"? 12,409.00",97,13,2,7,4,2,1,29,Yes,1,57,13,1,3,1,33,3,Yes,40-49,1,Low,Excellent
58,Male,Single,IT,Executive,5,"? 7,178.00",73,4,9,1,4,3,1,81,Yes,3,33,10,1,4,4,46,2,Yes,50-59,1,Medium,Excellent
23,Female,Divorced,Marketing,Manager,4,"? 19,551.00",57,18,3,4,4,3,1,66,Yes,7,30,15,3,3,4,33,1,Yes,20-29,1,Medium,Excellent
52,Male,Single,IT,Analyst,4,"? 6,912.00",57,20,10,5,2,5,1,17,No,5,38,15,2,1,1,28,1,No,50-59,0,Very High,Average
32,Female,Divorced,Sales,Manager,5,"? 7,439.00",91,9,6,2,3,5,3,20,Yes,2,58,7,1,3,1,22,1,Yes,30-39,1,Very High,Good
39,Male,Single,HR,Manager,5,"? 12,745.00",27,26,11,7,2,3,4,88,No,9,53,17,3,2,1,23,4,No,30-39,0,Medium,Average
26,Female,Married,HR,Manager,4,"? 19,833.00",86,2,4,7,3,4,1,43,Yes,7,30,18,4,3,2,28,2,No,20-29,0,High,Good
34,Female,Married,HR,Assistant,2,"? 7,669.00",57,26,14,5,3,1,3,56,Yes,3,42,6,1,1,3,32,2,No,30-39,0,Very Low,Good
42,Female,Single,Sales,Assistant,2,"? 16,478.00",27,10,5,8,4,1,2,55,Yes,5,43,17,4,4,3,46,2,No,40-49,0,Very Low,Excellent
33,Female,Divorced,Marketing,Manager,1,"? 5,709.00",49,13,3,2,1,3,1,46,Yes,1,56,5,1,1,3,23,1,No,30-39,0,Medium,Poor
42,Male,Single,Sales,Assistant,5,"? 17,046.00",25,6,12,2,1,1,3,6,Yes,9,58,8,1,2,3,31,3,Yes,40-49,1,Very Low,Poor
38,Female,Married,IT,Executive,2,"? 5,664.00",35,20,10,7,4,1,3,94,Yes,1,32,16,2,2,4,13,4,No,30-39,0,Very Low,Excellent
48,Female,Divorced,Finance,Analyst,2,"? 4,789.00",86,8,8,9,2,4,4,98,Yes,5,59,10,1,1,2,12,3,No,40-49,0,High,Average
39,Female,Single,Finance,Assistant,1,"? 18,342.00",40,13,10,3,3,4,3,68,Yes,9,34,2,4,4,4,44,4,Yes,30-39,1,High,Good
48,Female,Single,Finance,Assistant,5,"? 6,234.00",64,4,12,9,4,3,1,72,No,7,40,8,1,1,2,24,3,Yes,40-49,1,Medium,Excellent
43,Female,Divorced,HR,Manager,1,"? 18,137.00",63,25,10,0,4,1,1,64,Yes,9,57,14,4,1,2,19,4,No,40-49,0,Very Low,Excellent
37,Male,Single,Sales,Analyst,1,"? 16,506.00",88,26,8,7,2,3,1,18,Yes,6,52,4,1,3,2,3,4,No,30-39,0,Medium,Average
29,Female,Married,Sales,Executive,4,"? 19,702.00",27,19,7,7,4,4,3,40,No,6,50,8,4,2,2,32,4,No,20-29,0,High,Excellent
27,Male,Married,HR,Executive,1,"? 13,348.00",53,7,7,4,1,1,3,95,Yes,9,53,14,2,3,3,28,1,No,20-29,0,Very Low,Poor
45,Male,Divorced,IT,Analyst,5,"? 13,745.00",69,15,2,1,2,4,2,65,Yes,1,31,0,2,1,4,18,2,Yes,40-49,1,High,Average
48,Female,Single,Finance,Executive,2,"? 3,428.00",21,5,10,6,1,2,3,81,Yes,3,52,0,1,2,2,4,3,No,40-49,0,Low,Poor
29,Female,Single,Finance,Analyst,2,"? 13,677.00",57,27,12,3,4,1,3,16,No,9,34,13,3,1,3,15,1,No,20-29,0,Very Low,Excellent
36,Male,Married,HR,Manager,4,"? 15,594.00",56,17,6,7,3,2,2,57,No,3,38,0,4,2,1,16,3,No,30-39,0,Low,Good
21,Male,Divorced,Finance,Executive,5,"? 3,900.00",72,19,4,9,4,2,1,98,No,4,53,0,4,2,2,27,4,No,20-29,0,Low,Excellent
25,Male,Divorced,Marketing,Executive,2,"? 10,422.00",26,25,11,5,4,4,3,67,Yes,4,41,19,4,2,3,40,4,No,20-29,0,High,Excellent
24,Female,Divorced,Sales,Analyst,1,"? 14,590.00",27,29,9,6,3,4,2,46,No,2,37,5,4,4,3,22,2,No,20-29,0,High,Good
47,Male,Married,Finance,Executive,3,"? 3,748.00",26,25,5,9,3,5,4,64,Yes,1,41,0,1,4,2,30,3,No,40-49,0,Very High,Good
24,Male,Married,Finance,Assistant,3,"? 7,289.00",90,21,6,1,3,1,3,13,Yes,4,30,8,2,3,3,22,3,No,20-29,0,Very Low,Good
37,Female,Divorced,Marketing,Manager,3,"? 10,531.00",52,5,7,4,2,5,2,76,No,8,45,7,3,3,2,29,2,Yes,30-39,1,Very High,Average
45,Male,Divorced,IT,Executive,3,"? 17,180.00",17,11,14,3,3,3,4,15,Yes,3,46,17,4,1,4,11,1,No,40-49,0,Medium,Good
39,Female,Single,IT,Executive,1,"? 13,603.00",86,4,2,2,1,3,4,32,Yes,5,44,1,3,2,1,36,4,Yes,30-39,1,Medium,Poor
46,Male,Single,Marketing,Executive,2,"? 4,027.00",76,14,1,6,2,4,1,98,No,9,40,15,2,2,1,48,1,No,40-49,0,High,Average
31,Female,Divorced,IT,Analyst,4,"? 15,436.00",45,4,6,0,4,3,4,4,Yes,8,33,7,1,2,1,48,3,Yes,30-39,1,Medium,Excellent
26,Male,Married,HR,Manager,1,"? 14,324.00",91,4,9,5,1,2,3,55,No,8,43,9,2,3,3,15,2,No,20-29,0,Low,Poor
22,Female,Married,Marketing,Manager,2,"? 4,140.00",86,2,7,2,1,3,4,36,No,7,32,2,2,1,3,1,1,No,20-29,0,Medium,Poor
29,Female,Single,Sales,Executive,5,"? 19,043.00",51,7,12,6,3,5,2,11,No,9,33,15,3,1,2,4,3,No,20-29,0,Very High,Good
53,Male,Divorced,Sales,Executive,2,"? 18,181.00",38,19,12,8,2,1,1,72,No,5,35,7,2,1,2,44,2,No,50-59,0,Very Low,Average
44,Female,Married,Sales,Analyst,2,"? 11,429.00",82,1,9,2,1,4,2,64,Yes,8,31,10,4,2,2,44,2,No,40-49,0,High,Poor
54,Male,Married,Finance,Manager,2,"? 7,553.00",78,12,12,0,4,1,4,36,No,6,49,4,4,3,1,28,2,No,50-59,0,Very Low,Excellent
35,Female,Married,Marketing,Assistant,1,"? 13,724.00",30,27,11,2,4,4,2,81,Yes,1,49,3,3,3,4,49,3,No,30-39,0,High,Excellent
21,Female,Married,Marketing,Executive,2,"? 18,441.00",32,26,3,8,4,3,3,64,Yes,4,36,4,1,2,2,23,2,No,20-29,0,Medium,Excellent
43,Female,Single,IT,Assistant,2,"? 4,610.00",82,19,13,9,3,3,1,46,Yes,4,31,19,2,4,3,17,1,No,40-49,0,Medium,Good
29,Female,Married,Marketing,Assistant,5,"? 7,439.00",54,25,5,3,4,4,4,6,No,1,52,5,1,3,2,39,1,No,20-29,0,High,Excellent
57,Female,Married,Marketing,Manager,5,"? 16,650.00",72,12,6,2,4,1,3,22,No,8,39,10,2,3,1,16,4,Yes,50-59,1,Very Low,Excellent
41,Female,Divorced,IT,Assistant,3,"? 7,758.00",59,9,6,6,4,2,4,16,Yes,8,45,5,4,3,1,24,4,Yes,40-49,1,Low,Excellent
45,Female,Divorced,Marketing,Executive,1,"? 18,307.00",67,26,5,6,3,4,1,41,No,7,53,14,3,3,2,45,1,No,40-49,0,High,Good
58,Male,Single,Marketing,Executive,2,"? 3,245.00",41,7,14,3,2,2,3,61,No,2,47,6,3,4,3,47,2,No,50-59,0,Low,Average
46,Male,Single,HR,Analyst,3,"? 12,469.00",50,1,2,8,2,5,4,53,Yes,7,43,2,3,2,2,21,4,No,40-49,0,Very High,Average
48,Female,Single,IT,Manager,3,"? 17,901.00",82,6,11,8,3,4,1,43,Yes,3,37,7,2,4,4,23,2,No,40-49,0,High,Good
57,Female,Single,HR,Manager,1,"? 9,842.00",27,10,10,1,2,4,2,48,No,6,55,17,1,4,2,20,4,No,50-59,0,High,Average
39,Female,Married,Finance,Assistant,3,"? 10,058.00",65,1,3,6,2,2,1,30,No,5,50,4,3,4,1,32,1,Yes,30-39,1,Low,Average
46,Male,Divorced,IT,Executive,3,"? 13,520.00",62,18,6,7,3,2,4,42,Yes,9,58,8,1,3,2,45,3,Yes,40-49,1,Low,Good
39,Female,Married,Marketing,Executive,1,"? 19,012.00",74,3,9,7,2,3,4,9,No,1,49,12,3,2,2,47,2,No,30-39,0,Medium,Average
38,Male,Married,Marketing,Analyst,4,"? 4,556.00",92,11,10,9,2,1,2,48,Yes,5,34,13,2,2,2,5,1,No,30-39,0,Very Low,Average
39,Female,Married,HR,Assistant,3,"? 5,222.00",84,27,8,0,4,3,2,11,Yes,9,55,9,3,2,1,32,3,No,30-39,0,Medium,Excellent
54,Female,Divorced,HR,Executive,5,"? 11,496.00",65,14,8,1,3,3,3,36,Yes,1,47,10,1,1,1,14,3,No,50-59,0,Medium,Good
21,Female,Single,Finance,Manager,3,"? 14,114.00",28,6,8,7,3,2,4,32,Yes,7,35,3,1,2,1,19,3,No,20-29,0,Low,Good
49,Female,Single,Finance,Analyst,1,"? 19,378.00",57,11,13,6,4,4,1,43,No,4,50,12,4,3,2,24,2,No,40-49,0,High,Excellent
53,Female,Divorced,Marketing,Manager,1,"? 5,966.00",17,7,11,6,1,4,3,32,Yes,8,34,17,4,3,3,36,1,No,50-59,0,High,Poor
41,Male,Divorced,Sales,Analyst,4,"? 17,084.00",39,8,6,0,3,2,1,44,No,7,53,8,1,1,4,27,4,Yes,40-49,1,Low,Good
22,Female,Single,Finance,Manager,4,"? 13,908.00",48,25,13,1,1,4,1,46,Yes,8,50,1,2,2,2,41,1,Yes,20-29,1,High,Poor
25,Male,Married,Marketing,Assistant,5,"? 15,838.00",84,23,12,1,2,1,4,71,Yes,6,34,13,2,1,2,41,2,Yes,20-29,1,Very Low,Average
34,Male,Single,Finance,Executive,5,"? 14,234.00",70,22,11,2,3,5,3,75,Yes,2,38,1,2,3,2,11,2,No,30-39,0,Very High,Good
46,Female,Divorced,IT,Manager,3,"? 7,002.00",79,5,14,2,2,4,4,52,Yes,4,52,17,1,3,4,17,1,Yes,40-49,1,High,Average
29,Female,Single,HR,Assistant,4,"? 4,360.00",74,26,14,2,3,4,1,26,No,7,54,17,2,1,4,30,1,No,20-29,0,High,Good
28,Female,Single,Marketing,Manager,5,"? 12,245.00",62,18,3,3,3,3,4,58,No,9,57,9,1,3,1,46,4,No,20-29,0,Medium,Good
52,Male,Single,Finance,Assistant,3,"? 19,823.00",86,15,5,3,3,2,3,98,Yes,7,53,1,4,3,1,35,4,Yes,50-59,1,Low,Good
51,Male,Divorced,HR,Analyst,2,"? 7,353.00",95,24,13,8,1,4,2,90,Yes,9,34,0,4,3,1,15,1,No,50-59,0,High,Poor
25,Male,Divorced,Sales,Assistant,3,"? 5,610.00",91,21,8,2,3,2,2,74,Yes,3,44,15,3,1,4,25,1,No,20-29,0,Low,Good
55,Female,Single,Finance,Manager,5,"? 13,006.00",33,26,13,2,4,3,1,49,No,8,54,3,1,4,1,38,2,No,50-59,0,Medium,Excellent
21,Male,Single,Marketing,Executive,3,"? 3,233.00",49,18,3,8,3,1,3,73,No,2,51,12,3,1,1,7,2,No,20-29,0,Very Low,Good
48,Male,Married,IT,Analyst,2,"? 13,623.00",47,3,1,3,1,5,1,19,Yes,9,54,12,3,1,4,2,4,Yes,40-49,1,Very High,Poor
23,Male,Married,HR,Analyst,5,"? 18,895.00",56,10,12,5,3,1,2,96,Yes,3,33,2,1,2,3,47,1,No,20-29,0,Very Low,Good
20,Female,Single,HR,Assistant,3,"? 3,838.00",68,26,14,9,1,5,1,55,No,4,36,16,3,2,2,3,2,No,20-29,0,Very High,Poor
38,Male,Divorced,IT,Manager,5,"? 5,784.00",53,28,13,4,2,1,2,17,Yes,9,54,5,2,1,1,49,2,No,30-39,0,Very Low,Average
45,Male,Married,Marketing,Assistant,3,"? 4,351.00",78,15,14,9,4,5,4,79,Yes,8,58,3,3,3,3,34,2,Yes,40-49,1,Very High,Excellent
44,Female,Single,Sales,Analyst,1,"? 3,205.00",52,23,1,2,4,1,4,64,Yes,1,41,12,3,1,4,7,3,No,40-49,0,Very Low,Excellent
29,Female,Married,IT,Executive,5,"? 19,568.00",52,26,7,7,1,2,4,78,No,3,57,17,4,3,3,20,2,No,20-29,0,Low,Poor
34,Female,Married,Sales,Assistant,5,"? 9,902.00",87,8,6,4,2,5,2,53,Yes,6,41,13,2,3,3,1,2,No,30-39,0,Very High,Average
41,Male,Married,Marketing,Manager,5,"? 8,502.00",66,21,5,7,4,2,4,4,Yes,6,47,1,2,2,1,30,4,Yes,40-49,1,Low,Excellent
40,Male,Divorced,Finance,Assistant,5,"? 13,984.00",61,26,8,5,3,3,4,14,Yes,7,30,0,3,4,4,1,2,No,40-49,0,Medium,Good
41,Male,Single,Finance,Assistant,3,"? 15,686.00",79,8,8,8,4,4,2,61,No,2,51,18,3,4,1,29,4,No,40-49,0,High,Excellent
55,Female,Divorced,Marketing,Assistant,4,"? 18,242.00",56,29,11,1,1,3,3,85,No,1,33,19,3,1,4,5,1,No,50-59,0,Medium,Poor
53,Male,Divorced,Sales,Executive,3,"? 5,729.00",69,14,1,6,2,3,3,37,No,8,30,4,2,2,3,3,1,No,50-59,0,Medium,Average
49,Female,Married,IT,Manager,2,"? 19,697.00",73,10,7,9,2,5,2,44,No,9,39,5,4,4,2,30,4,No,40-49,0,Very High,Average
44,Female,Single,Marketing,Manager,1,"? 11,419.00",80,13,14,3,1,5,4,88,Yes,8,52,11,1,4,2,1,1,No,40-49,0,Very High,Poor
47,Male,Married,Marketing,Analyst,3,"? 9,801.00",88,10,11,9,3,3,2,60,No,1,31,19,4,1,3,43,1,No,40-49,0,Medium,Good
20,Male,Divorced,Finance,Analyst,3,"? 16,457.00",68,6,2,6,2,1,2,51,No,2,41,3,3,1,2,11,1,No,20-29,0,Very Low,Average
23,Male,Divorced,IT,Assistant,5,"? 18,960.00",65,18,13,8,1,4,2,96,Yes,9,49,13,1,2,2,17,2,No,20-29,0,High,Poor
26,Female,Single,Finance,Analyst,2,"? 15,149.00",37,16,4,9,2,2,3,59,No,4,58,10,1,1,1,39,1,No,20-29,0,Low,Average
28,Female,Divorced,Sales,Manager,5,"? 3,926.00",87,28,1,0,2,2,3,99,No,7,35,2,3,3,3,21,2,No,20-29,0,Low,Average
55,Male,Divorced,Sales,Assistant,5,"? 6,336.00",25,28,2,4,1,1,3,23,No,8,51,13,4,4,1,28,4,No,50-59,0,Very Low,Poor
38,Female,Single,HR,Analyst,4,"? 6,121.00",50,18,13,5,1,4,4,62,No,5,41,7,4,1,2,4,1,No,30-39,0,High,Poor
20,Male,Married,Marketing,Executive,1,"? 10,542.00",70,24,10,3,3,1,3,59,Yes,9,52,16,1,1,3,40,4,No,20-29,0,Very Low,Good
29,Male,Single,IT,Analyst,4,"? 18,378.00",56,20,9,9,3,2,1,9,Yes,6,53,14,2,2,4,11,1,No,20-29,0,Low,Good
55,Male,Divorced,IT,Executive,5,"? 5,355.00",27,24,12,5,2,1,1,45,No,7,32,6,2,2,3,2,3,No,50-59,0,Very Low,Average
28,Female,Single,Finance,Analyst,1,"? 18,684.00",97,25,1,0,3,5,3,67,No,1,46,2,2,3,2,38,1,No,20-29,0,Very High,Good
51,Female,Married,Finance,Manager,3,"? 8,772.00",66,6,7,7,2,2,4,5,No,6,43,6,3,1,3,9,4,No,50-59,0,Low,Average
51,Male,Divorced,IT,Analyst,2,"? 6,399.00",44,9,4,5,1,5,1,72,No,4,41,9,1,4,3,39,2,No,50-59,0,Very High,Poor
25,Male,Married,Finance,Executive,4,"? 14,544.00",96,16,7,9,1,4,2,43,No,5,45,5,4,4,2,15,2,No,20-29,0,High,Poor
57,Female,Married,HR,Executive,2,"? 14,338.00",26,6,14,3,3,5,1,77,No,9,59,11,4,3,3,37,2,No,50-59,0,Very High,Good
36,Male,Single,Marketing,Analyst,5,"? 9,737.00",90,11,7,4,2,1,3,91,Yes,5,51,4,2,3,3,12,3,No,30-39,0,Very Low,Average
29,Female,Married,HR,Assistant,1,"? 10,929.00",35,3,11,7,3,4,4,81,Yes,8,45,3,4,3,4,37,4,No,20-29,0,High,Good
46,Male,Single,Sales,Executive,3,"? 19,009.00",26,8,13,1,4,3,4,30,No,1,51,0,4,2,4,6,2,No,40-49,0,Medium,Excellent
54,Female,Single,IT,Manager,1,"? 3,608.00",76,1,10,3,4,4,3,34,No,3,58,5,1,1,3,48,2,No,50-59,0,High,Excellent
40,Male,Married,HR,Analyst,2,"? 19,995.00",53,22,3,6,4,3,2,34,Yes,2,43,18,2,3,4,41,2,No,40-49,0,Medium,Excellent
44,Female,Single,HR,Executive,2,"? 4,020.00",58,15,13,1,4,3,3,99,Yes,8,39,16,3,1,2,12,2,No,40-49,0,Medium,Excellent
47,Male,Single,Finance,Analyst,3,"? 16,072.00",18,15,2,5,2,4,3,18,Yes,1,36,1,4,3,3,44,3,No,40-49,0,High,Average
34,Female,Married,Finance,Analyst,3,"? 3,240.00",45,19,3,8,2,3,3,32,No,2,44,1,3,4,3,33,1,Yes,30-39,1,Medium,Average
23,Female,Divorced,Finance,Assistant,1,"? 5,052.00",38,26,5,1,1,5,4,94,No,9,31,14,3,2,4,45,1,No,20-29,0,Very High,Poor
48,Female,Single,Sales,Analyst,4,"? 8,334.00",56,10,13,3,1,5,3,88,No,9,51,19,1,4,3,30,2,No,40-49,0,Very High,Poor
28,Female,Single,HR,Analyst,1,"? 4,602.00",63,19,8,9,2,4,4,58,No,1,44,10,1,3,3,43,1,No,20-29,0,High,Average
46,Male,Married,Marketing,Analyst,2,"? 13,596.00",96,9,11,9,4,3,3,46,Yes,8,48,2,1,1,4,20,4,No,40-49,0,Medium,Excellent
45,Female,Single,Finance,Manager,1,"? 19,752.00",34,7,9,4,3,1,3,70,Yes,7,57,13,2,4,4,10,3,Yes,40-49,1,Very Low,Good
38,Female,Married,Sales,Analyst,5,"? 17,128.00",22,29,4,9,3,4,1,67,No,4,56,5,4,4,2,12,2,No,30-39,0,High,Good
47,Male,Divorced,Sales,Manager,1,"? 10,109.00",47,14,6,7,3,3,3,1,Yes,7,52,15,3,4,2,8,1,Yes,40-49,1,Medium,Good
36,Female,Divorced,Finance,Analyst,1,"? 6,516.00",82,2,4,4,4,3,2,88,Yes,1,59,2,3,2,1,23,2,No,30-39,0,Medium,Excellent
39,Male,Married,IT,Assistant,5,"? 7,429.00",52,22,14,4,2,3,4,24,No,3,50,9,2,3,2,4,4,No,30-39,0,Medium,Average
59,Female,Divorced,HR,Assistant,2,"? 13,469.00",50,28,14,9,4,1,4,33,No,2,54,11,2,3,1,29,4,No,50-59,0,Very Low,Excellent
58,Female,Married,Finance,Executive,3,"? 19,248.00",62,13,14,8,4,5,1,52,No,8,37,5,1,1,4,46,2,No,50-59,0,Very High,Excellent
42,Female,Single,Marketing,Analyst,1,"? 11,970.00",22,20,9,9,2,2,3,24,Yes,9,50,18,3,2,3,33,2,No,40-49,0,Low,Average
51,Female,Divorced,HR,Assistant,4,"? 6,431.00",87,26,5,5,4,1,1,21,Yes,5,56,11,4,2,3,4,4,Yes,50-59,1,Very Low,Excellent
52,Female,Single,Sales,Assistant,3,"? 18,946.00",96,27,2,4,2,2,4,36,No,5,48,0,4,1,1,15,1,No,50-59,0,Low,Average
24,Female,Single,Marketing,Analyst,4,"? 19,163.00",74,23,1,2,1,5,3,0,Yes,5,55,11,1,2,2,12,2,Yes,20-29,1,Very High,Poor
53,Male,Married,HR,Executive,1,"? 7,482.00",38,4,5,0,2,3,3,31,No,1,58,4,4,4,4,20,4,No,50-59,0,Medium,Average
59,Male,Divorced,Marketing,Manager,4,"? 9,252.00",31,7,8,5,3,2,1,78,No,1,46,14,4,2,2,48,2,No,50-59,0,Low,Good
30,Female,Divorced,Sales,Assistant,3,"? 6,271.00",79,22,11,9,2,2,1,47,No,8,59,1,2,4,1,34,3,No,30-39,0,Low,Average
22,Female,Single,Finance,Assistant,4,"? 13,804.00",53,8,11,8,4,1,2,77,Yes,8,55,17,3,1,2,24,4,No,20-29,0,Very Low,Excellent
52,Male,Single,Marketing,Manager,4,"? 13,037.00",93,23,14,3,2,5,1,6,Yes,2,30,19,4,1,3,16,1,No,50-59,0,Very High,Average
30,Male,Married,Finance,Assistant,3,"? 6,508.00",69,16,13,7,1,4,3,66,Yes,3,33,8,3,4,1,35,2,Yes,30-39,1,High,Poor
35,Female,Divorced,Sales,Manager,3,"? 9,976.00",91,25,6,1,1,2,3,65,No,2,32,17,3,1,1,31,3,No,30-39,0,Low,Poor
37,Female,Married,Sales,Manager,3,"? 6,111.00",75,20,11,1,1,1,4,56,No,8,36,19,3,4,1,43,1,No,30-39,0,Very Low,Poor
49,Female,Married,Marketing,Executive,3,"? 17,632.00",45,9,12,3,1,3,2,35,Yes,9,54,16,1,4,4,7,2,No,40-49,0,Medium,Poor
29,Female,Married,Marketing,Manager,5,"? 19,037.00",42,21,7,1,3,5,4,92,Yes,9,42,10,1,4,3,43,3,No,20-29,0,Very High,Good
37,Female,Divorced,Sales,Manager,1,"? 3,926.00",46,29,9,5,2,3,1,73,No,6,43,3,1,2,1,14,1,No,30-39,0,Medium,Average
57,Female,Married,Marketing,Manager,3,"? 8,927.00",21,11,4,7,2,3,4,12,No,6,37,11,3,3,4,45,3,No,50-59,0,Medium,Average
38,Male,Divorced,Marketing,Manager,2,"? 18,324.00",92,25,5,2,4,4,1,82,Yes,9,39,7,4,3,4,32,4,Yes,30-39,1,High,Excellent
55,Female,Married,Marketing,Assistant,4,"? 5,095.00",28,14,9,2,4,2,2,43,Yes,5,52,2,4,3,3,27,1,No,50-59,0,Low,Excellent
32,Female,Single,Marketing,Manager,3,"? 15,032.00",87,27,3,3,1,4,1,81,No,4,53,0,3,2,4,23,1,No,30-39,0,High,Poor
22,Male,Married,HR,Assistant,3,"? 12,018.00",68,4,1,4,3,1,1,61,Yes,5,53,7,4,4,2,25,4,No,20-29,0,Very Low,Good
29,Male,Married,Sales,Analyst,1,"? 7,695.00",84,19,8,2,3,4,1,67,Yes,8,40,10,4,3,3,45,3,No,20-29,0,High,Good
57,Male,Divorced,Sales,Analyst,3,"? 3,769.00",65,15,9,5,4,1,1,46,Yes,2,47,19,3,4,3,44,2,No,50-59,0,Very Low,Excellent
20,Male,Single,IT,Manager,5,"? 11,648.00",93,14,11,4,1,2,3,29,Yes,8,33,19,3,1,1,32,2,No,20-29,0,Low,Poor
46,Female,Single,Finance,Executive,2,"? 12,264.00",44,23,14,7,4,2,1,72,No,2,51,14,2,2,3,35,4,No,40-49,0,Low,Excellent
27,Male,Divorced,IT,Executive,2,"? 18,435.00",44,16,10,9,1,4,2,34,Yes,1,31,15,2,4,3,38,3,No,20-29,0,High,Poor
36,Male,Divorced,Marketing,Assistant,3,"? 18,905.00",30,20,11,3,4,3,2,50,Yes,6,43,4,4,4,2,9,3,No,30-39,0,Medium,Excellent
28,Female,Single,Marketing,Assistant,1,"? 8,367.00",37,21,12,5,4,4,4,52,Yes,5,38,3,4,1,3,49,1,No,20-29,0,High,Excellent
25,Male,Divorced,HR,Analyst,3,"? 18,163.00",45,3,14,8,4,5,4,9,No,9,55,3,4,3,3,21,2,No,20-29,0,Very High,Excellent
44,Male,Single,HR,Assistant,4,"? 8,502.00",26,6,10,5,1,2,2,42,No,1,47,16,3,1,4,46,3,No,40-49,0,Low,Poor
58,Female,Married,HR,Executive,2,"? 16,407.00",99,29,4,9,2,5,1,0,No,6,41,13,2,3,2,4,3,No,50-59,0,Very High,Average
47,Female,Married,HR,Analyst,4,"? 17,576.00",17,4,13,4,1,5,3,1,Yes,7,51,0,1,3,4,18,1,No,40-49,0,Very High,Poor
52,Female,Single,HR,Manager,5,"? 7,400.00",81,1,12,7,2,5,2,4,Yes,9,30,8,4,3,4,42,2,Yes,50-59,1,Very High,Average
56,Female,Single,HR,Assistant,2,"? 17,892.00",52,18,6,3,1,3,2,31,Yes,6,47,11,1,2,4,16,4,No,50-59,0,Medium,Poor
28,Female,Married,HR,Manager,2,"? 16,899.00",99,8,7,5,1,2,3,94,Yes,2,53,7,2,2,1,12,4,No,20-29,0,Low,Poor
37,Female,Married,HR,Assistant,5,"? 16,278.00",30,16,7,6,3,2,2,38,Yes,7,41,2,1,3,1,12,2,No,30-39,0,Low,Good
40,Female,Single,HR,Executive,4,"? 8,617.00",96,20,8,9,3,2,1,27,No,8,35,6,2,4,4,44,3,No,40-49,0,Low,Good
21,Male,Divorced,Sales,Assistant,3,"? 14,665.00",18,28,6,5,2,4,4,70,No,5,31,0,1,2,3,25,3,Yes,20-29,1,High,Average
57,Male,Divorced,HR,Executive,1,"? 18,342.00",34,16,7,7,4,1,2,50,No,8,44,0,3,2,4,31,1,Yes,50-59,1,Very Low,Excellent
59,Female,Single,Finance,Executive,4,"? 7,471.00",59,15,14,1,2,2,1,1,Yes,6,37,13,2,2,1,46,4,No,50-59,0,Low,Average
